OCEAN,SAMPLEID,LATITUDE,LONGITUDE,SIO2,TIO2,AL2O3,FE2O3,FE2O3T,FEO,FEOT,FEO_TOTAL,MGO,CAO,NA2O,K2O,P2O5,MNO
Indian,MELPROT-5-013-043,-53.10,25.54,,,,,,,,,,,,,,
Indian,MELPROT-5-013-046,-53.10,25.54,45.62,0.02,1.08,,,,8.66,8.66,43.99,0.47,0.04,0.02,,0.12
Indian,MELPROT-5-013-046,-53.10,25.54,,,,,,,,,,,,,,
Indian,MELPROT-5-015-020,-47.70,32.15,46.62,0.08,2.25,,,,8.61,8.61,40.57,1.45,0.28,0.04,,0.11
Indian,MELPROT-5-015-020,-47.70,32.15,,,,,,,,,,,,,,
Indian,MELPROT-5-015-035,-47.70,32.15,44.56,0.03,1.96,,,,8.70,8.70,44.22,0.32,0.08,,,0.13
Indian,MELPROT-5-015-035,-47.70,32.15,,,,,,,,,,,,,,
Indian,MELPROT-5-016-YN1,-47.65,32.35,,,,,,,,,,,,,,
Indian,MELPROT-5-021-003,-45.52,35.16,45.80,0.01,1.02,,,,7.85,7.85,42.29,2.79,0.08,0.06,,0.10
Indian,MELPROT-5-021-003,-45.52,35.16,,,,,,,,,,,,,,
Indian,MELPROT-5-024-035,-45.56,35.18,45.50,0.01,1.04,,,,8.24,8.24,43.84,1.15,0.09,0.02,,0.12
Indian,MELPROT-5-024-035,-45.56,35.18,,,,,,,,,,,,,,
Indian,MELPROT-5-024-006,-45.56,35.18,47.03,0.01,1.26,,,,8.12,8.12,42.07,1.32,0.09,0.01,,0.09
Indian,MELPROT-5-024-006,-45.56,35.18,,,,,,,,,,,,,,
Indian,MELPROT-5-031-038,-42.66,42.13,42.83,0.02,0.79,,,,9.49,9.49,46.60,0.08,0.09,0.02,,0.07
Indian,MELPROT-5-031-038,-42.66,42.13,,,,,,,,,,,,,,
Indian,MELPROT-5-034-001,-41.51,42.51,44.82,0.02,0.68,,,,8.07,8.07,46.29,0.03,0.03,,,0.06
Indian,MELPROT-5-034-001,-41.51,42.51,,,,,,,,,,,,,,
Indian,MELPROT-5-039-013,-39.85,46.29,45.91,0.01,1.39,,,,8.62,8.62,43.36,0.32,0.20,0.07,,0.12
Indian,MELPROT-5-039-013,-39.85,46.29,,,,,,,,,,,,,,
Indian,MELPROT-5-040-054,-39.72,46.30,46.89,0.00,0.98,,,,8.12,8.12,42.94,0.75,0.16,0.01,,0.17
Indian,MELPROT-5-040-054,-39.72,46.30,,,,,,,,,,,,,,
Indian,MELPROT-5-015-009,-47.70,32.15,44.45,0.05,2.40,,,,7.92,7.92,42.81,2.13,0.11,0.01,0.01,0.12
Indian,MELPROT-5-015-009,-47.70,32.15,,,,,,,,,,,,,,
Indian,MELPROT-5-019-001,-46.51,33.83,45.39,0.05,3.05,,,,7.07,7.07,41.76,2.40,0.16,0.02,0.00,0.11
Indian,MELPROT-5-019-001,-46.51,33.83,,,,,,,,,,,,,,
Indian,MELPROT-5-029-024,-42.69,41.89,45.04,0.04,2.80,,,,7.86,7.86,43.71,0.02,0.19,0.02,0.02,0.31
Indian,MELPROT-5-029-024,-42.69,41.89,,,,,,,,,,,,,,
Indian,MELPROT-5-029-031,-42.69,41.89,46.65,0.04,1.35,,,,8.80,8.80,41.62,1.28,0.14,0.06,0.01,0.07
Indian,MELPROT-5-029-031,-42.69,41.89,,,,,,,,,,,,,,
Indian,MELPROT-5-030-004,-42.69,41.99,46.13,0.02,1.31,,,,8.41,8.41,43.95,0.05,0.05,0.01,,0.09
Indian,MELPROT-5-030-004,-42.69,41.99,,,,,,,,,,,,,,
Indian,MELPROT-5-040-089,-39.72,46.30,44.86,0.02,1.02,,,,8.95,8.95,44.70,,0.25,0.03,0.02,0.17
Indian,MELPROT-5-040-089,-39.72,46.30,,,,,,,,,,,,,,
Indian,CON2709-018-031,-32.12,57.10,46.59,0.08,3.22,,,,9.23,9.23,38.34,2.05,0.31,0.03,0.05,0.12
Indian,CON2709-018-031,-32.12,57.10,,,,,,,,,,,,,,
Indian,CON2709-018-033,-32.12,57.10,45.91,0.07,2.55,,,,8.72,8.72,39.72,2.62,0.23,0.02,0.04,0.12
Indian,CON2709-018-033,-32.12,57.10,,,,,,,,,,,,,,
Indian,CON2709-018-037,-32.12,57.10,45.51,0.07,2.57,,,,9.16,9.16,40.06,2.24,0.21,0.03,0.03,0.12
Indian,CON2709-018-037,-32.12,57.10,,,,,,,,,,,,,,
Indian,CON2709-025-141,-32.54,57.05,46.68,0.10,3.27,,,,8.31,8.31,38.40,2.63,0.30,0.17,0.03,0.13
Indian,CON2709-025-141,-32.54,57.05,,,,,,,,,,,,,,
Indian,CON2709-030-028,-32.78,57.13,46.19,0.09,3.16,,,,8.01,8.01,38.24,3.99,0.14,0.02,0.02,0.13
Indian,CON2709-030-028,-32.78,57.13,,,,,,,,,,,,,,
Indian,CON2709-030-031,-32.78,57.13,48.89,0.07,3.20,,,,8.63,8.63,36.26,2.47,0.28,0.04,0.04,0.13
Indian,CON2709-030-031,-32.78,57.13,,,,,,,,,,,,,,
Indian,CON2709-030-042,-32.78,57.13,47.00,0.05,2.38,,,,8.83,8.83,40.97,0.35,0.23,0.04,0.03,0.12
Indian,CON2709-030-042,-32.78,57.13,,,,,,,,,,,,,,
Indian,CON2709-030-044,-32.78,57.13,47.22,0.07,2.83,,,,8.74,8.74,38.32,2.48,0.19,0.01,0.03,0.11
Indian,CON2709-030-044,-32.78,57.13,,,,,,,,,,,,,,
Indian,CON2709-034-033,-33.02,57.00,46.27,0.03,2.10,,,,9.56,9.56,40.74,0.95,0.18,0.02,0.03,0.13
Indian,CON2709-034-033,-33.02,57.00,,,,,,,,,,,,,,
Indian,CON2709-034-037,-33.02,57.00,46.27,0.02,1.79,,,,8.07,8.07,43.42,0.20,0.12,0.02,0.01,0.07
Indian,CON2709-034-037,-33.02,57.00,,,,,,,,,,,,,,
Indian,CON2709-034-043,-33.02,57.00,46.54,0.04,1.70,,,,8.52,8.52,41.82,1.14,0.12,0.00,0.02,0.10
Indian,CON2709-034-043,-33.02,57.00,,,,,,,,,,,,,,
Indian,CON2709-034-066,-33.02,57.00,46.87,0.03,2.01,,,,8.99,8.99,40.61,1.15,0.16,0.02,0.03,0.13
Indian,CON2709-034-066,-33.02,57.00,,,,,,,,,,,,,,
Indian,CON2709-035-063,-33.01,56.96,46.94,0.04,2.20,,,,8.30,8.30,41.34,0.88,0.14,0.03,0.02,0.11
Indian,CON2709-035-063,-33.01,56.96,,,,,,,,,,,,,,
Indian,MELANTP-117-OO3,-30.44,60.81,46.76,0.05,2.13,,,,8.81,8.81,40.00,1.99,0.09,0.07,,0.11
Indian,MELANTP-117-OO3,-30.44,60.81,,,,,,,,,,,,,,
Indian,MELINMD-008-012-001,-36.67,52.42,46.39,0.02,1.46,,,,8.26,8.26,43.07,0.53,0.10,0.04,,0.14
Indian,MELINMD-008-012-001,-36.67,52.42,,,1.92,,,,,,,,,,,
Indian,DUF0107-025-003-002,-28.88,61.94,,,2.35,,,,,,,,,,,
Indian,DUF0107-056-003-011,-34.03,55.83,,,1.77,,,,,,,,,,,
Indian,DUF0107-064-001-016,-34.68,54.65,,,,,,,,,,,,,,
Indian,SHK0919-R08,-25.26,69.83,45.60,0.02,1.20,,9.70,,,9.70,43.20,0.07,,0.01,,0.12
Indian,SHK0919-R08,-25.26,69.83,,,,,,,,,,,,,,
Indian,SHK0919-R10,-25.26,69.83,45.90,0.02,1.40,,9.40,,,9.40,42.80,0.19,,0.01,,0.13
Indian,SHK0919-R10,-25.26,69.83,,,,,,,,,,,,,,
Indian,POLANT4-4-006-060,-53.42,9.20,,,,,,,,,,,,,,
Indian,POLANT4-4-006-060,-53.42,9.20,,,,,,,,,,,,,,
Indian,AII0107-6-006-083,-53.42,9.20,,,,,,,,,,,,,,
Indian,AII0107-6-006-083,-53.42,9.20,,,,,,,,,,,,,,
Indian,ARGCIRC-097-W-OL,-17.05,66.87,,,,,,,,,,,,,,
Indian,ARGCIRC-097-W-OL,-17.05,66.87,,,,,,,,,,,,,,
Indian,ISL1176-058,-54.07,6.40,,,,,,,,,,,,,,
Indian,POLANT4-4-036 P,-52.10,14.12,,,,,,,,,,,,,,
Indian,POLANT4-4-036 P,-52.10,14.12,,,,,,,,,,,,,,
Indian,POLANT4-4-036 SV,-52.10,14.12,,,,,,,,,,,,,,
Indian,POLANT4-4-036 SV,-52.10,14.12,,,,,,,,,,,,,,
Indian,MELPROT-5-018-025,-46.53,33.76,,,,,,,,,,,,,,
Indian,MELPROT-5-018-025,-46.53,33.76,,,,,,,,,,,,,,
Indian,MELVANC-7-078-036H,-52.38,16.64,,,,,,,,,,,,,,
Indian,MELVANC-7-078-039,-52.38,16.64,,,,,,,,,,,,,,
Indian,MELVANC-7-078-041,-52.38,16.64,,,,,,,,,,,,,,
Indian,ONU1012-0908-1,-12.05,66.75,,,,,,,,,,,,,,
Indian,ONU1012-0908-1,-12.05,66.75,38.97,0.02,1.05,,7.92,,,7.92,37.11,0.59,0.12,0.02,0.04,0.12
Indian,ONU1012-0908-1,-12.05,66.75,,,,,,,,,,,,,,
Indian,ONU1012-0913-2A1,-10.89,66.60,,,,,,,,,,,,,,
Indian,ONU1012-0913-2A1,-10.89,66.60,39.56,0.02,1.02,,9.49,,,9.49,36.20,0.49,0.18,0.02,0.03,0.09
Indian,ONU1012-0913-2A1,-10.89,66.60,,,,,,,,,,,,,,
Indian,ONU1012-0913-2A3,-10.89,66.60,,,,,,,,,,,,,,
Indian,ONU1012-0913-2A3,-10.89,66.60,40.11,0.01,0.67,,8.53,,,8.53,37.16,0.10,0.12,0.01,0.03,0.07
Indian,ONU1012-0913-2A3,-10.89,66.60,,,,,,,,,,,,,,
Indian,ONU1012-0913-2B,-10.89,66.60,,,,,,,,,,,,,,
Indian,ONU1012-0913-2B,-10.89,66.60,39.99,0.02,1.07,,7.76,,,7.76,37.99,1.02,0.07,,,0.11
Indian,ONU1012-0913-2B,-10.89,66.60,,,,,,,,,,,,,,
Indian,ONU1012-0913-2B1,-10.89,66.60,,,,,,,,,,,,,,
Indian,ONU1012-0913-2B1,-10.89,66.60,39.64,0.02,1.16,,7.05,,,7.05,35.50,4.62,0.10,0.01,,0.11
Indian,ONU1012-0913-2B1,-10.89,66.60,,,,,,,,,,,,,,
Indian,ONU1012-0913-2B2,-10.89,66.60,,,,,,,,,,,,,,
Indian,ONU1012-0913-2B2,-10.89,66.60,39.22,0.01,1.10,,7.27,,,7.27,35.81,4.01,0.08,,0.02,0.11
Indian,ONU1012-0913-2B2,-10.89,66.60,,,,,,,,,,,,,,
Indian,ONU1012-0913-2B3,-10.89,66.60,,,,,,,,,,,,,,
Indian,ONU1012-0913-2B3,-10.89,66.60,39.23,0.01,0.86,,7.24,,,7.24,38.42,1.00,0.10,0.01,0.01,0.09
Indian,ONU1012-0913-2B3,-10.89,66.60,,,,,,,,,,,,,,
Indian,ONU1012-0913-2C1,-10.89,66.60,,,,,,,,,,,,,,
Indian,ONU1012-0913-2C1,-10.89,66.60,36.54,0.03,1.35,,7.25,,,7.25,36.11,4.81,0.11,0.01,0.02,0.09
Indian,ONU1012-0913-2C1,-10.89,66.60,,,,,,,,,,,,,,
Indian,ONU1012-0913-2C2,-10.89,66.60,,,,,,,,,,,,,,
Indian,ONU1012-0913-2C2,-10.89,66.60,37.58,0.02,0.95,,6.88,,,6.88,34.33,4.59,0.11,,0.02,0.10
Indian,ONU1012-0913-2C2,-10.89,66.60,,,,,,,,,,,,,,
Indian,ONU1012-0913-3,-10.89,66.60,,,,,,,,,,,,,,
Indian,ONU1012-0913-3,-10.89,66.60,34.63,0.05,0.74,,9.39,,,9.39,34.30,3.48,0.12,0.01,0.03,0.08
Indian,ONU1012-0913-3,-10.89,66.60,,,,,,,,,,,,,,
Indian,ONU1012-100231-3,-12.72,66.23,,,,,,,,,,,,,,
Indian,ONU1012-100231-3,-12.72,66.23,38.48,0.01,0.79,,8.12,,,8.12,37.65,0.04,0.12,0.01,,0.10
Indian,ONU1012-100231-3,-12.72,66.23,,,,,,,,,,,,,,
Indian,ONU1012-100231-5,-12.72,66.23,,,,,,,,,,,,,,
Indian,ONU1012-100231-5,-12.72,66.23,38.76,0.01,0.84,,8.08,,,8.08,37.93,0.04,0.08,0.01,0.01,0.09
Indian,ONU1012-100231-5,-12.72,66.23,,,,,,,,,,,,,,
Indian,ONU1012-100304-5,-9.95,66.73,,,,,,,,,,,,,,
Indian,ONU1012-100304-5,-9.95,66.73,37.92,0.02,2.14,,7.20,,,7.20,37.50,0.14,0.06,0.01,,0.12
Indian,ONU1012-100304-5,-9.95,66.73,,,,,,,,,,,,,,
Indian,DY0115-010-006-001,-36.44,52.74,,,,,,,,,,,,,,
Indian,DY0115-010-006-001,-36.44,52.74,38.98,0.01,0.97,,8.20,,,8.20,38.12,0.08,0.06,0.01,0.02,0.13
Indian,DY0115-010-006-001,-36.44,52.74,,,,,,,,,,,,,,
Indian,DY0115-010-006-002,-36.44,52.74,,,,,,,,,,,,,,
Indian,DY0115-010-006-002,-36.44,52.74,39.76,0.02,1.07,,8.10,,,8.10,37.56,0.64,0.09,0.01,0.03,0.11
Indian,DY0115-010-006-002,-36.44,52.74,,,,,,,,,,,,,,
Indian,DY0115-016-004-001,-36.22,52.86,,,,,,,,,,,,,,
Indian,DY0115-016-004-001,-36.22,52.86,43.01,0.01,1.41,,8.62,,,8.62,35.25,1.02,0.15,0.03,0.05,0.11
Indian,DY0115-016-004-001,-36.22,52.86,,,,,,,,,,,,,,
Indian,DY0115-017-009-001,-36.04,52.49,,,,,,,,,,,,,,
Indian,DY0115-017-009-001,-36.04,52.49,40.37,0.02,1.29,,8.07,,,8.07,37.44,0.17,0.14,0.04,0.02,0.11
Indian,DY0115-017-009-001,-36.04,52.49,,,,,,,,,,,,,,
Indian,DY0115-017-009-002,-36.04,52.49,,,,,,,,,,,,,,
Indian,DY0115-017-009-002,-36.04,52.49,41.41,0.03,1.95,,8.03,,,8.03,36.74,0.86,0.13,0.02,0.01,0.11
Indian,DY0115-017-009-002,-36.04,52.49,,,,,,,,,,,,,,
Indian,DY0115-017-009-003,-36.04,52.49,,,,,,,,,,,,,,
Indian,DY0115-017-009-003,-36.04,52.49,42.32,0.01,1.06,,7.95,,,7.95,36.60,0.90,0.10,0.01,0.03,0.11
Indian,DY0115-017-009-003,-36.04,52.49,,,,,,,,,,,,,,
Indian,DY0115-017-009-004,-36.04,52.49,,,,,,,,,,,,,,
Indian,DY0115-017-009-004,-36.04,52.49,39.59,0.11,2.17,,7.13,,,7.13,37.68,0.43,0.09,0.01,0.02,0.15
Indian,DY0115-017-009-004,-36.04,52.49,,,,,,,,,,,,,,
Indian,DY0115-017-009-005,-36.04,52.49,,,,,,,,,,,,,,
Indian,DY0115-017-009-005,-36.04,52.49,37.79,0.01,1.66,,10.11,,,10.11,37.97,0.15,0.04,0.01,0.02,0.16
Indian,DY0115-017-009-005,-36.04,52.49,,,,,,,,,,,,,,
Indian,DY0115-004-001-001,-36.51,52.59,,,,,,,,,,,,,,
Indian,DY0115-004-001-001,-36.51,52.59,42.81,0.03,2.00,,9.11,,,9.11,33.08,2.63,0.09,0.01,0.05,0.13
Indian,DY0115-004-001-001,-36.51,52.59,,,,,,,,,,,,,,
Indian,DY0115-004-001-002,-36.51,52.59,,,,,,,,,,,,,,
Indian,DY0115-004-001-002,-36.51,52.59,42.85,0.03,1.36,,11.52,,,11.52,32.77,1.01,0.15,0.02,0.07,0.10
Indian,DY0115-004-001-002,-36.51,52.59,,,,,,,,,,,,,,
Indian,DY0115-004-001-003,-36.51,52.59,,,,,,,,,,,,,,
Indian,DY0115-004-001-003,-36.51,52.59,43.55,0.02,1.67,,8.65,,,8.65,35.46,1.67,0.17,0.03,0.02,0.11
Indian,DY0115-004-001-003,-36.51,52.59,,,,,,,,,,,,,,
Indian,DY0115-004-001-004,-36.51,52.59,,,,,,,,,,,,,,
Indian,DY0115-004-001-004,-36.51,52.59,42.80,0.03,1.11,,10.77,,,10.77,32.92,0.64,0.11,0.02,0.06,0.10
Indian,DY0115-004-001-004,-36.51,52.59,,,,,,,,,,,,,,
Indian,DY0115-004-001-005,-36.51,52.59,,,,,,,,,,,,,,
Indian,DY0115-004-001-005,-36.51,52.59,40.18,0.01,1.06,,8.12,,,8.12,36.90,0.37,0.06,0.01,0.02,0.11
Indian,DY0115-004-001-005,-36.51,52.59,,,,,,,,,,,,,,
Indian,DY0115-008-004-002-001,-36.67,52.52,,,,,,,,,,,,,,
Indian,DY0115-008-004-002-001,-36.67,52.52,40.10,0.02,1.60,,7.65,,,7.65,37.96,0.21,0.08,0.01,0.01,0.13
Indian,DY0115-008-004-002-001,-36.67,52.52,,,,,,,,,,,,,,
Indian,DY0115-008-004-002-002,-36.67,52.52,,,,,,,,,,,,,,
Indian,DY0115-008-004-002-002,-36.67,52.52,41.91,0.02,1.74,,8.87,,,8.87,34.59,0.97,0.13,0.02,0.04,0.09
Indian,DY0115-008-004-002-002,-36.67,52.52,,,,,,,,,,,,,,
Indian,DY0115-009-005-001,-36.45,52.57,,,,,,,,,,,,,,
Indian,DY0115-009-005-001,-36.45,52.57,42.50,0.04,2.10,,8.32,,,8.32,34.38,2.25,0.10,0.01,0.04,0.13
Indian,DY0115-009-005-001,-36.45,52.57,,,,,,,,,,,,,,
Indian,DY0115-021-010-001,-36.09,53.29,,,,,,,,,,,,,,
Indian,DY0115-021-010-001,-36.09,53.29,40.32,0.03,1.73,,7.57,,,7.57,37.19,0.58,0.05,0.01,0.02,0.11
Indian,DY0115-021-010-001,-36.09,53.29,,,,,,,,,,,,,,
Indian,DY0115-021-010-002,-36.09,53.29,,,,,,,,,,,,,,
Indian,DY0115-021-010-002,-36.09,53.29,39.85,0.03,1.76,,8.31,,,8.31,37.29,0.14,0.12,0.02,0.01,0.11
Indian,DY0115-021-010-002,-36.09,53.29,,,,,,,,,,,,,,
Indian,DY0115-021-010-006,-36.09,53.29,,,,,,,,,,,,,,
Indian,DY0115-021-010-006,-36.09,53.29,40.71,0.03,2.01,,7.80,,,7.80,37.41,0.72,0.08,0.01,0.01,0.13
Indian,DY0115-021-010-006,-36.09,53.29,44.00,0.02,1.11,8.84,,,,8.84,44.30,0.15,0.07,0.01,0.02,0.10
Indian,SHK1170-001,-25.25,70.09,,,,,,,,,,,,,,
Indian,SHK1170-001,-25.25,70.09,,,,,,,,,,,,,,
Indian,SHK1170-001,-25.25,70.09,45.00,0.02,1.35,9.53,,,,9.53,41.30,0.64,0.11,0.02,0.01,0.11
Indian,SHK1170-020,-25.25,70.09,,,,,,,,,,,,,,
Indian,SHK1170-020,-25.25,70.09,,,,,,,,,,,,,,
Indian,SHK1170-020,-25.25,70.09,43.60,0.01,1.06,9.90,,,,9.90,42.00,2.23,0.11,0.01,0.04,0.13
Indian,SHK1170-025,-25.25,70.09,,,,,,,,,,,,,,
Indian,SHK1170-025,-25.25,70.09,,,,,,,,,,,,,,
Indian,SHK1170-025,-25.25,70.09,44.80,0.02,1.04,6.92,,,,6.92,45.10,0.20,0.11,0.01,0.03,0.09
Indian,SHK1176-009,-25.27,70.08,,,,,,,,,,,,,,
Indian,SHK1176-009,-25.27,70.08,,,,,,,,,,,,,,
Indian,SHK1176-009,-25.27,70.08,,,,,,,,,,,,,,
Indian,DY0115-021-001-010,-36.50,52.50,,,,,,,,,,,,,,
Indian,DY0115-021-001-010,-36.50,52.50,46.30,0.01,1.63,,,,8.06,8.06,41.20,1.66,0.28,0.07,0.06,0.10
Indian,DY0115-021-001-010,-36.50,52.50,,,,,,,,,,,,,,
Indian,DY0115-021-001-014,-36.50,52.50,,,,,,,,,,,,,,
Indian,DY0115-021-001-014,-36.50,52.50,47.50,0.02,1.69,,,,8.50,8.50,39.50,1.76,0.17,0.03,0.00,0.12
Indian,DY0115-021-001-014,-36.50,52.50,,,,,,,,,,,,,,
Indian,DY0115-021-001-015,-36.50,52.50,,,,,,,,,,,,,,
Indian,DY0115-021-001-015,-36.50,52.50,47.40,0.02,1.67,,,,8.64,8.64,39.30,1.86,0.18,0.04,0.04,0.11
Indian,DY0115-021-001-015,-36.50,52.50,,,,,,,,,,,,,,
Indian,DY0115-021-001-005,-36.50,52.50,,,,,,,,,,,,,,
Indian,DY0115-021-001-005,-36.50,52.50,45.10,0.02,1.51,,,,8.56,8.56,43.00,0.51,0.38,0.04,0.04,0.12
Indian,DY0115-021-001-005,-36.50,52.50,,,,,,,,,,,,,,
Indian,DY0115-021-001-007,-36.50,52.50,,,,,,,,,,,,,,
Indian,DY0115-021-001-007,-36.50,52.50,45.40,0.01,1.37,,,,7.58,7.58,43.30,1.29,0.08,0.02,0.01,0.12
Indian,DY0115-021-001-007,-36.50,52.50,,,,,,,,,,,,,,
Indian,DY0115-021-004-002-004,-36.80,52.40,,,,,,,,,,,,,,
Indian,DY0115-021-004-002-004,-36.80,52.40,45.60,0.04,1.80,,,,8.29,8.29,43.00,0.11,0.17,0.01,0.03,0.19
Indian,DY0115-021-004-002-004,-36.80,52.40,,,,,,,,,,,,,,
Indian,DY0115-021-004-002-005,-36.80,52.40,,,,,,,,,,,,,,
Indian,DY0115-021-004-002-005,-36.80,52.40,46.90,0.03,2.03,,,,9.12,9.12,38.60,1.77,0.47,0.02,0.02,0.13
Indian,DY0115-021-004-002-005,-36.80,52.40,,,,,,,,,,,,,,
Indian,DY0115-021-005-003,-36.40,52.50,,,,,,,,,,,,,,
Indian,DY0115-021-005-003,-36.40,52.50,45.70,0.03,1.86,,,,8.80,8.80,41.60,1.01,0.12,0.02,0.03,0.11
Indian,DY0115-021-005-003,-36.40,52.50,,,,,,,,,,,,,,
Indian,DY0115-021-005-004,-36.40,52.50,,,,,,,,,,,,,,
Indian,DY0115-021-005-004,-36.40,52.50,48.10,0.04,1.81,,,,9.07,9.07,38.50,1.45,0.19,0.04,0.05,0.21
Indian,DY0115-021-005-004,-36.40,52.50,,,,,,,,,,,,,,
Indian,DY0115-021-005-005,-36.40,52.50,,,,,,,,,,,,,,
Indian,DY0115-021-005-005,-36.40,52.50,45.70,0.03,1.80,,,,9.16,9.16,41.40,0.72,0.20,0.01,0.03,0.17
Indian,DY0115-021-005-005,-36.40,52.50,,,,,,,,,,,,,,
Indian,DY0115-021-005-006,-36.40,52.50,,,,,,,,,,,,,,
Indian,DY0115-021-005-006,-36.40,52.50,46.30,0.04,1.94,,,,8.91,8.91,40.40,1.39,0.11,0.03,0.01,0.20
Indian,DY0115-021-005-006,-36.40,52.50,,,,,,,,,,,,,,
Indian,DY0115-021-005-008,-36.40,52.50,,,,,,,,,,,,,,
Indian,DY0115-021-005-008,-36.40,52.50,44.40,0.03,1.22,,,,9.32,9.32,44.30,0.08,0.08,0.03,0.04,0.13
Indian,DY0115-021-005-008,-36.40,52.50,,,,,,,,,,,,,,
Indian,DY0115-021-006-003,-36.50,52.50,,,,,,,,,,,,,,
Indian,DY0115-021-006-003,-36.50,52.50,45.30,0.02,1.36,,,,8.59,8.59,43.10,0.40,0.21,0.03,0.04,0.18
Indian,DY0115-021-006-003,-36.50,52.50,,,,,,,,,,,,,,
Indian,DY0115-021-006-008,-36.50,52.50,,,,,,,,,,,,,,
Indian,DY0115-021-006-008,-36.50,52.50,45.30,0.02,1.30,,,,8.64,8.64,43.00,0.54,0.17,0.01,0.05,0.15
Indian,DY0115-021-006-008,-36.50,52.50,,,,,,,,,,,,,,
Indian,DY0115-021-009-005,-36.00,52.57,,,,,,,,,,,,,,
Indian,DY0115-021-009-005,-36.00,52.57,47.90,0.01,1.37,,,,8.21,8.21,39.80,1.42,0.24,0.03,0.02,0.13
Indian,DY0115-021-009-005,-36.00,52.57,,,,,,,,,,,,,,
Indian,DY0115-021-009-006,-36.00,52.57,,,,,,,,,,,,,,
Indian,DY0115-021-009-006,-36.00,52.57,47.00,0.01,1.08,,,,8.46,8.46,41.60,0.80,0.16,0.04,0.01,0.16
Indian,DY0115-021-009-006,-36.00,52.57,,,,,,,,,,,,,,
Indian,DY0115-021-003-002,-36.30,52.50,,,,,,,,,,,,,,
Indian,DY0115-021-003-002,-36.30,52.50,45.60,0.06,1.97,,,,9.87,9.87,39.90,1.38,0.34,0.05,0.01,0.12
Indian,DY0115-021-003-002,-36.30,52.50,,,,,,,,,,,,,,
Indian,DY0115-021-003-005,-36.30,52.50,,,,,,,,,,,,,,
Indian,DY0115-021-003-005,-36.30,52.50,46.70,0.09,2.19,,,,9.17,9.17,38.90,1.62,0.40,,0.04,0.12
Indian,DY0115-021-003-005,-36.30,52.50,,,,,,,,,,,,,,
Indian,DY0115-021-003-008,-36.30,52.50,,,,,,,,,,,,,,
Indian,DY0115-021-003-008,-36.30,52.50,47.30,0.08,2.44,,,,9.16,9.16,38.00,1.57,0.40,,,0.15
Indian,DY0115-021-003-008,-36.30,52.50,,,,,,,,,,,,,,
Indian,MELVANC-7-078-042,-52.27,15.23,,,,,,,,,,,,,,
Indian,MELVANC-7-078-043,-52.27,15.23,,,,,,,,,,,,,,
Indian,MELVANC-7-078-047,-52.27,15.23,,,,,,,,,,,,,,
Pacific,ELT0016-002-007,-51.02,162.02,55.10,0.01,0.56,9.54,,,,9.54,34.49,0.07,0.11,0.01,0.02,0.05
Pacific,ELT0016-004-001,-52.37,160.57,55.30,0.02,0.65,10.06,,,,10.06,33.60,0.12,0.12,0.01,0.01,0.05
Pacific,ODP0125-0778A-002R-001/053-056,19.50,146.67,,,,,,,,,,,,,,
Pacific,ODP0125-0778A-002R-001/053-056,19.50,146.67,38.17,,0.74,,6.73,,,6.73,36.59,0.07,0.09,0.01,,0.10
Pacific,ODP0125-0778A-002R-001/089-092,19.50,146.67,,,,,,,,,,,,,,
Pacific,ODP0125-0778A-002R-001/089-092,19.50,146.67,35.69,,,,6.77,,,6.77,35.88,3.52,0.09,,0.01,0.10
Pacific,ODP0125-0778A-003RCC/001-007,19.50,146.67,,,,,,,,,,,,,,
Pacific,ODP0125-0778A-003RCC/001-007,19.50,146.67,40.93,,1.09,,7.21,,,7.21,36.85,0.74,,0.01,,0.10
Pacific,ODP0125-0778A-007R-002/073-078,19.50,146.67,,,,,,,,,,,,,,
Pacific,ODP0125-0778A-007R-002/073-078,19.50,146.67,34.14,,0.85,,8.66,,,8.66,39.32,0.02,0.09,0.01,,0.14
Pacific,ODP0125-0778A-007RCC/007-013,19.50,146.67,,,,,,,,,,,,,,
Pacific,ODP0125-0778A-007RCC/007-013,19.50,146.67,37.46,,0.76,,7.86,,,7.86,39.15,0.03,,0.05,,0.13
Pacific,ODP0125-0778A-008R-001/036-044,19.50,146.67,,,,,,,,,,,,,,
Pacific,ODP0125-0778A-008R-001/036-044,19.50,146.67,34.61,,0.68,,8.00,,,8.00,39.21,0.08,,,,0.16
Pacific,ODP0125-0778A-012R-002/043-045,19.50,146.67,,,,,,,,,,,,,,
Pacific,ODP0125-0778A-012R-002/043-045,19.50,146.67,41.52,,0.71,,8.95,,,8.95,39.61,0.06,,,,0.08
Pacific,ODP0125-0778A-012R-002/073-075,19.50,146.67,,,,,,,,,,,,,,
Pacific,ODP0125-0778A-012R-002/073-075,19.50,146.67,39.29,,1.01,,7.64,,,7.64,37.04,0.07,,,,0.06
Pacific,ODP0125-0778A-013R-001/015-017,19.50,146.67,,,,,,,,,,,,,,
Pacific,ODP0125-0778A-013R-001/015-017,19.50,146.67,37.10,,0.47,,7.88,,,7.88,39.38,0.79,,,,0.11
Pacific,ODP0125-0778A-013R-002/008-011,19.50,146.67,,,,,,,,,,,,,,
Pacific,ODP0125-0778A-013R-002/008-011,19.50,146.67,49.99,,4.54,,6.92,,,6.92,22.65,8.45,0.51,0.02,,0.18
